subject_id,compound,region,value,unit
13,NA,PL,0.193807,ng/mg
13,NA,aCC,0.243944,ng/mg
13,NA,IC,0.255017,ng/mg
13,NA,VM,0.195419,ng/mg
13,NA,SJ,0.096938,ng/mg
13,NA,S1R,0.29047,ng/mg
13,NA,S1L,0.321264,ng/mg
13,NA,S1L6R,0.222632,ng/mg
13,NA,S1L6L,0.276736,ng/mg
13,NA,AC,0.15367,ng/mg
13,NA,VM,0.218875,ng/mg
13,NA,A,0.3905,ng/mg
13,NA,dH,0.159849,ng/mg
13,NA,vH,0.211189,ng/mg
13,NA,NAc,0.105233,ng/mg
13,NA,VM,0.226431,ng/mg
13,NA,DM,0.122498,ng/mg
13,NA,VL,0.140528,ng/mg
13,NA,DL,0.114119,ng/mg
13,NA,MD,0.517268,ng/mg
13,NA,VPR,0.135921,ng/mg
13,NA,VPL,0.160476,ng/mg
13,NA,DLG,0.139492,ng/mg
13,NA,HY,0.616609,ng/mg
13,NA,SC,0.259775,ng/mg
13,NA,SN,0.168812,ng/mg
13,NA,VTA,0.427814,ng/mg
13,NA,DR,0.652543,ng/mg
13,NA,MR,0.282302,ng/mg
13,NA,CB,0.348483,ng/mg
14,NA,OF,0.215232,ng/mg
14,NA,PL,0.089673,ng/mg
14,NA,aCC,0.160976,ng/mg
14,NA,IC,0.161393,ng/mg
14,NA,VM,0.155852,ng/mg
14,NA,SJ,0.029124,ng/mg
14,NA,S1R,0.29084,ng/mg
14,NA,S1L,0.281941,ng/mg
14,NA,S1L6R,0.205686,ng/mg
14,NA,S1L6L,0.262992,ng/mg
14,NA,AC,0.173968,ng/mg
14,NA,VM,0.153998,ng/mg
14,NA,A,0.433081,ng/mg
14,NA,dH,0.177662,ng/mg
14,NA,vH,0.214576,ng/mg
14,NA,NAc,0.086132,ng/mg
14,NA,VM,0.21036,ng/mg
14,NA,DM,0.184156,ng/mg
14,NA,VL,0.180211,ng/mg
14,NA,DL,0.088283,ng/mg
14,NA,MD,0.669233,ng/mg
14,NA,VPR,0.047369,ng/mg
14,NA,VPL,0.106212,ng/mg
14,NA,DLG,0.226584,ng/mg
14,NA,HY,0.476316,ng/mg
14,NA,SC,0.201296,ng/mg
14,NA,SN,0.150033,ng/mg
14,NA,VTA,0.343732,ng/mg
14,NA,DR,0.766813,ng/mg
14,NA,MR,0.287275,ng/mg
14,NA,CB,0.359174,ng/mg
15,NA,OF,0.140673,ng/mg
15,NA,PL,0.017144,ng/mg
15,NA,aCC,0.244582,ng/mg
15,NA,IC,0.13617,ng/mg
15,NA,VM,0.322955,ng/mg
15,NA,SJ,0.012527,ng/mg
15,NA,S1R,0.275386,ng/mg
15,NA,S1L,0.191435,ng/mg
15,NA,S1L6R,0.072192,ng/mg
15,NA,S1L6L,0.156701,ng/mg
15,NA,AC,0.163464,ng/mg
15,NA,VM,0.163628,ng/mg
15,NA,A,0.190139,ng/mg
15,NA,dH,0.157982,ng/mg
15,NA,vH,0.18406,ng/mg
15,NA,NAc,0.090869,ng/mg
15,NA,VM,0.188928,ng/mg
15,NA,DM,0.094589,ng/mg
15,NA,VL,0.148386,ng/mg
15,NA,DL,0.073314,ng/mg
15,NA,MD,0.664967,ng/mg
15,NA,VPR,0.012772,ng/mg
15,NA,VPL,0.080053,ng/mg
15,NA,DLG,0.075639,ng/mg
15,NA,HY,0.402527,ng/mg
15,NA,SC,0.210322,ng/mg
15,NA,SN,0.150658,ng/mg
15,NA,VTA,0.328654,ng/mg
15,NA,DR,0.616219,ng/mg
15,NA,MR,0.314013,ng/mg
15,NA,CB,0.297915,ng/mg
26,NA,OF,0.246903,ng/mg
26,NA,PL,0.173149,ng/mg
26,NA,aCC,0.279098,ng/mg
26,NA,IC,0.287038,ng/mg
26,NA,VM,0.274839,ng/mg
26,NA,SJ,0.127717,ng/mg
26,NA,S1R,0.272536,ng/mg
26,NA,S1L,0.270352,ng/mg
26,NA,S1L6R,0.212796,ng/mg
26,NA,S1L6L,0.238666,ng/mg
26,NA,AC,0.179596,ng/mg
26,NA,VM,0.207954,ng/mg
26,NA,A,0.3395,ng/mg
26,NA,dH,0.085837,ng/mg
26,NA,vH,0.21305,ng/mg
26,NA,NAc,0.111794,ng/mg
26,NA,VM,0.500717,ng/mg
26,NA,DM,0.125184,ng/mg
26,NA,VL,0.19249,ng/mg
26,NA,DL,0.10067,ng/mg
26,NA,MD,0.50577,ng/mg
26,NA,VPR,0.075126,ng/mg
26,NA,VPL,0.252418,ng/mg
26,NA,DLG,0.247118,ng/mg
26,NA,HY,0.867777,ng/mg
26,NA,SC,0.224395,ng/mg
26,NA,SN,0.119344,ng/mg
26,NA,VTA,0.235329,ng/mg
26,NA,DR,0.772571,ng/mg
26,NA,MR,0.291987,ng/mg
26,NA,CB,0.36279,ng/mg
29,NA,OF,0.290954,ng/mg
29,NA,PL,0.164027,ng/mg
29,NA,aCC,0.319052,ng/mg
29,NA,IC,0.307804,ng/mg
29,NA,VM,0.183738,ng/mg
29,NA,SJ,0.102693,ng/mg
29,NA,S1R,0.372372,ng/mg
29,NA,S1L,0.282267,ng/mg
29,NA,S1L6R,0.174975,ng/mg
29,NA,S1L6L,0.213481,ng/mg
29,NA,AC,0.195111,ng/mg
29,NA,VM,0.196492,ng/mg
29,NA,A,0.401096,ng/mg
29,NA,dH,0.138952,ng/mg
29,NA,vH,0.248697,ng/mg
29,NA,NAc,0.130651,ng/mg
29,NA,VM,0.143526,ng/mg
29,NA,DM,0.158932,ng/mg
29,NA,VL,0.139318,ng/mg
29,NA,DL,0.071197,ng/mg
29,NA,MD,0.779925,ng/mg
29,NA,VPR,0.115446,ng/mg
29,NA,VPL,0.188222,ng/mg
29,NA,DLG,0.231333,ng/mg
29,NA,HY,0.390314,ng/mg
29,NA,SC,0.223042,ng/mg
29,NA,SN,0.187049,ng/mg
29,NA,VTA,0.363269,ng/mg
29,NA,DR,1.12424,ng/mg
29,NA,MR,0.325903,ng/mg
29,NA,CB,0.320284,ng/mg
34,NA,OF,0.190057,ng/mg
34,NA,PL,0.108299,ng/mg
34,NA,aCC,0.279789,ng/mg
34,NA,IC,0.188463,ng/mg
34,NA,VM,0.134442,ng/mg
34,NA,SJ,0.081076,ng/mg
34,NA,S1R,0.437458,ng/mg
34,NA,S1L,0.310285,ng/mg
34,NA,S1L6R,0.203996,ng/mg
34,NA,S1L6L,0.27741,ng/mg
34,NA,AC,0.176263,ng/mg
34,NA,VM,0.143829,ng/mg
34,NA,A,0.311111,ng/mg
34,NA,dH,0.202075,ng/mg
34,NA,vH,0.21963,ng/mg
34,NA,NAc,0.117529,ng/mg
34,NA,VM,0.20618,ng/mg
34,NA,DM,0.123199,ng/mg
34,NA,VL,0.189097,ng/mg
34,NA,DL,0.099493,ng/mg
34,NA,MD,0.603972,ng/mg
34,NA,VPR,0.022427,ng/mg
34,NA,VPL,0.165972,ng/mg
34,NA,DLG,0.270595,ng/mg
34,NA,HY,0.450002,ng/mg
34,NA,SC,NA,ng/mg
34,NA,SN,0.159719,ng/mg
34,NA,VTA,0.3901,ng/mg
34,NA,DR,0.51991,ng/mg
34,NA,MR,0.316743,ng/mg
34,NA,CB,0.352116,ng/mg
42,NA,OF,0.17614,ng/mg
42,NA,PL,0.13777,ng/mg
42,NA,aCC,0.34425,ng/mg
42,NA,IC,0.158812,ng/mg
42,NA,VM,0.083891,ng/mg
42,NA,SJ,0.133195,ng/mg
42,NA,S1R,0.189602,ng/mg
42,NA,S1L,0.185741,ng/mg
42,NA,S1L6R,0.134899,ng/mg
42,NA,S1L6L,0.174182,ng/mg
42,NA,AC,0.185317,ng/mg
42,NA,VM,0.081455,ng/mg
42,NA,A,0.323819,ng/mg
42,NA,dH,0.159061,ng/mg
42,NA,vH,0.2661,ng/mg
42,NA,NAc,0.191253,ng/mg
42,NA,VM,0.400972,ng/mg
42,NA,DM,0.130439,ng/mg
42,NA,VL,0.201208,ng/mg
42,NA,DL,0.083518,ng/mg
42,NA,MD,0.560154,ng/mg
42,NA,VPR,0.051487,ng/mg
42,NA,VPL,0.098889,ng/mg
42,NA,DLG,0.175897,ng/mg
42,NA,HY,0.546707,ng/mg
42,NA,SC,0.186897,ng/mg
42,NA,SN,0.098899,ng/mg
42,NA,VTA,0.421329,ng/mg
42,NA,DR,0.346969,ng/mg
42,NA,MR,0.188168,ng/mg
42,NA,CB,0.33582,ng/mg
48,NA,OF,0.185073,ng/mg
48,NA,PL,0.067606,ng/mg
48,NA,aCC,0.183259,ng/mg
48,NA,IC,0.15331,ng/mg
48,NA,VM,0.113872,ng/mg
48,NA,SJ,0.072014,ng/mg
48,NA,S1R,0.463305,ng/mg
48,NA,S1L,0.227336,ng/mg
48,NA,S1L6R,0.264128,ng/mg
48,NA,S1L6L,0.246062,ng/mg
48,NA,AC,0.288889,ng/mg
48,NA,VM,0.133862,ng/mg
48,NA,A,0.291132,ng/mg
48,NA,dH,0.155639,ng/mg
48,NA,vH,0.247432,ng/mg
48,NA,NAc,0.119805,ng/mg
48,NA,VM,0.315202,ng/mg
48,NA,DM,0.114441,ng/mg
48,NA,VL,0.119784,ng/mg
48,NA,DL,0.085727,ng/mg
48,NA,MD,0.372063,ng/mg
48,NA,VPR,0.0764,ng/mg
48,NA,VPL,0.239,ng/mg
48,NA,DLG,0.140623,ng/mg
48,NA,HY,NA,ng/mg
48,NA,SC,0.242752,ng/mg
48,NA,SN,0.144656,ng/mg
48,NA,VTA,0.260604,ng/mg
48,NA,DR,0.848461,ng/mg
48,NA,MR,0.363284,ng/mg
48,NA,CB,0.262033,ng/mg
63,NA,OF,0.29177,ng/mg
63,NA,PL,0.139652,ng/mg
63,NA,aCC,0.241417,ng/mg
63,NA,IC,0.278038,ng/mg
63,NA,VM,0.13927,ng/mg
63,NA,SJ,0.106897,ng/mg
63,NA,S1R,0.362013,ng/mg
63,NA,S1L,0.354122,ng/mg
63,NA,S1L6R,0.127119,ng/mg
63,NA,S1L6L,0.241813,ng/mg
63,NA,AC,0.151988,ng/mg
63,NA,VM,0.217458,ng/mg
63,NA,A,0.463644,ng/mg
63,NA,dH,0.176419,ng/mg
63,NA,vH,0.315388,ng/mg
63,NA,NAc,0.14312,ng/mg
63,NA,VM,0.232042,ng/mg
63,NA,DM,0.108952,ng/mg
63,NA,VL,0.168416,ng/mg
63,NA,DL,0.088118,ng/mg
63,NA,MD,0.780063,ng/mg
63,NA,VPR,0.094121,ng/mg
63,NA,VPL,0.111056,ng/mg
63,NA,DLG,0.190884,ng/mg
63,NA,HY,0.355654,ng/mg
63,NA,SC,0.193781,ng/mg
63,NA,SN,0.152658,ng/mg
63,NA,VTA,0.508869,ng/mg
63,NA,DR,0.638875,ng/mg
63,NA,MR,0.387469,ng/mg
63,NA,CB,0.295141,ng/mg
65,NA,OF,0.274639,ng/mg
65,NA,PL,0.123056,ng/mg
65,NA,aCC,0.299047,ng/mg
65,NA,IC,0.22953,ng/mg
65,NA,VM,0.143363,ng/mg
65,NA,SJ,0.108608,ng/mg
65,NA,S1R,0.409731,ng/mg
65,NA,S1L,0.283079,ng/mg
65,NA,S1L6R,0.229981,ng/mg
65,NA,S1L6L,0.216254,ng/mg
65,NA,AC,0.213981,ng/mg
65,NA,VM,0.174848,ng/mg
65,NA,A,0.270819,ng/mg
65,NA,dH,0.149827,ng/mg
65,NA,vH,0.345366,ng/mg
65,NA,NAc,0.157452,ng/mg
65,NA,VM,0.28889,ng/mg
65,NA,DM,0.123666,ng/mg
65,NA,VL,0.132865,ng/mg
65,NA,DL,0.087504,ng/mg
65,NA,MD,0.685321,ng/mg
65,NA,VPR,0.098344,ng/mg
65,NA,VPL,0.204148,ng/mg
65,NA,DLG,0.266311,ng/mg
65,NA,HY,0.757053,ng/mg
65,NA,SC,0.235023,ng/mg
65,NA,SN,0.310123,ng/mg
65,NA,VTA,0.524676,ng/mg
65,NA,DR,0.882868,ng/mg
65,NA,MR,0.393817,ng/mg
65,NA,CB,0.39238,ng/mg
16,NA,OF,0.336364,ng/mg
16,NA,PL,0.24614,ng/mg
16,NA,aCC,0.330802,ng/mg
16,NA,IC,0.309295,ng/mg
16,NA,VM,0.244707,ng/mg
16,NA,SJ,0.111697,ng/mg
16,NA,S1R,0.293426,ng/mg
16,NA,S1L,0.202864,ng/mg
16,NA,S1L6R,0.172474,ng/mg
16,NA,S1L6L,0.168156,ng/mg
16,NA,AC,0.151822,ng/mg
16,NA,VM,0.273916,ng/mg
16,NA,A,0.267698,ng/mg
16,NA,dH,0.119306,ng/mg
16,NA,vH,0.26144,ng/mg
16,NA,NAc,0.11632,ng/mg
16,NA,VM,0.482784,ng/mg
16,NA,DM,0.51218,ng/mg
16,NA,VL,0.236683,ng/mg
16,NA,DL,0.08281,ng/mg
16,NA,MD,0.305637,ng/mg
16,NA,VPR,0.110893,ng/mg
16,NA,VPL,0.206833,ng/mg
16,NA,DLG,0.175623,ng/mg
16,NA,HY,0.386894,ng/mg
16,NA,SC,0.207296,ng/mg
16,NA,SN,0.161161,ng/mg
16,NA,VTA,0.271415,ng/mg
16,NA,DR,0.473338,ng/mg
16,NA,MR,0.161775,ng/mg
16,NA,CB,0.342211,ng/mg
18,NA,OF,0.301095,ng/mg
18,NA,PL,0.124072,ng/mg
18,NA,aCC,0.285852,ng/mg
18,NA,IC,0.233352,ng/mg
18,NA,VM,0.223115,ng/mg
18,NA,SJ,0.110559,ng/mg
18,NA,S1R,0.24299,ng/mg
18,NA,S1L,0.278256,ng/mg
18,NA,S1L6R,0.218232,ng/mg
18,NA,S1L6L,0.191645,ng/mg
18,NA,AC,0.190657,ng/mg
18,NA,VM,0.213785,ng/mg
18,NA,A,0.278627,ng/mg
18,NA,dH,0.065041,ng/mg
18,NA,vH,0.279226,ng/mg
18,NA,NAc,0.082541,ng/mg
18,NA,VM,0.16322,ng/mg
18,NA,DM,0.163136,ng/mg
18,NA,VL,0.139389,ng/mg
18,NA,DL,0.121447,ng/mg
18,NA,MD,0.905613,ng/mg
18,NA,VPR,0.090987,ng/mg
18,NA,VPL,0.224293,ng/mg
18,NA,DLG,0.215621,ng/mg
18,NA,HY,0.235438,ng/mg
18,NA,SC,0.257718,ng/mg
18,NA,SN,0.149275,ng/mg
18,NA,VTA,0.295282,ng/mg
18,NA,DR,0.79676,ng/mg
18,NA,MR,0.453852,ng/mg
18,NA,CB,0.258881,ng/mg
19,NA,OF,0.201924,ng/mg
19,NA,PL,0.080662,ng/mg
19,NA,aCC,0.265107,ng/mg
19,NA,IC,0.236573,ng/mg
19,NA,VM,0.146826,ng/mg
19,NA,SJ,0.058242,ng/mg
19,NA,S1R,0.351552,ng/mg
19,NA,S1L,0.34987,ng/mg
19,NA,S1L6R,0.257581,ng/mg
19,NA,S1L6L,0.224628,ng/mg
19,NA,AC,0.195988,ng/mg
19,NA,VM,0.196806,ng/mg
19,NA,A,0.287126,ng/mg
19,NA,dH,0.126956,ng/mg
19,NA,vH,0.379181,ng/mg
19,NA,NAc,0.106187,ng/mg
19,NA,VM,0.189882,ng/mg
19,NA,DM,0.095056,ng/mg
19,NA,VL,0.196824,ng/mg
19,NA,DL,0.059046,ng/mg
19,NA,MD,0.528695,ng/mg
19,NA,VPR,0.0573,ng/mg
19,NA,VPL,0.147926,ng/mg
19,NA,DLG,0.264679,ng/mg
19,NA,HY,0.420206,ng/mg
19,NA,SC,0.306352,ng/mg
19,NA,SN,0.152461,ng/mg
19,NA,VTA,0.280264,ng/mg
19,NA,DR,0.925225,ng/mg
19,NA,MR,0.274031,ng/mg
19,NA,CB,0.294854,ng/mg
22,NA,OF,0.263387,ng/mg
22,NA,PL,0.168049,ng/mg
22,NA,aCC,0.26356,ng/mg
22,NA,IC,0.290189,ng/mg
22,NA,VM,0.220844,ng/mg
22,NA,SJ,0.169149,ng/mg
22,NA,S1R,0.369084,ng/mg
22,NA,S1L,0.260021,ng/mg
22,NA,S1L6R,0.146769,ng/mg
22,NA,S1L6L,0.190569,ng/mg
22,NA,AC,0.132407,ng/mg
22,NA,VM,0.220428,ng/mg
22,NA,A,0.328496,ng/mg
22,NA,dH,0.164969,ng/mg
22,NA,vH,0.333849,ng/mg
22,NA,NAc,0.1544,ng/mg
22,NA,VM,0.213332,ng/mg
22,NA,DM,NA,ng/mg
22,NA,VL,0.243946,ng/mg
22,NA,DL,0.01456,ng/mg
22,NA,MD,0.322255,ng/mg
22,NA,VPR,0.138205,ng/mg
22,NA,VPL,0.220051,ng/mg
22,NA,DLG,0.273572,ng/mg
22,NA,HY,0.245111,ng/mg
22,NA,SC,0.142827,ng/mg
22,NA,SN,0.235448,ng/mg
22,NA,VTA,0.269507,ng/mg
22,NA,DR,0.441368,ng/mg
22,NA,MR,NA,ng/mg
22,NA,CB,0.32838,ng/mg
27,NA,OF,0.170151,ng/mg
27,NA,PL,0.143104,ng/mg
27,NA,aCC,0.30455,ng/mg
27,NA,IC,0.284454,ng/mg
27,NA,VM,0.115855,ng/mg
27,NA,SJ,0.050958,ng/mg
27,NA,S1R,0.392042,ng/mg
27,NA,S1L,0.247783,ng/mg
27,NA,S1L6R,0.243522,ng/mg
27,NA,S1L6L,0.185601,ng/mg
27,NA,AC,0.132172,ng/mg
27,NA,VM,0.177216,ng/mg
27,NA,A,0.497135,ng/mg
27,NA,dH,0.2248,ng/mg
27,NA,vH,0.28152,ng/mg
27,NA,NAc,0.141702,ng/mg
27,NA,VM,0.256796,ng/mg
27,NA,DM,0.102179,ng/mg
27,NA,VL,0.291261,ng/mg
27,NA,DL,0.084702,ng/mg
27,NA,MD,0.572662,ng/mg
27,NA,VPR,0.209089,ng/mg
27,NA,VPL,0.132288,ng/mg
27,NA,DLG,0.127265,ng/mg
27,NA,HY,0.361088,ng/mg
27,NA,SC,0.205704,ng/mg
27,NA,SN,0.160194,ng/mg
27,NA,VTA,0.189385,ng/mg
27,NA,DR,0.412146,ng/mg
27,NA,MR,0.449522,ng/mg
27,NA,CB,0.318146,ng/mg
30,NA,OF,0.216569,ng/mg
30,NA,PL,0.095403,ng/mg
30,NA,aCC,0.275088,ng/mg
30,NA,IC,0.285847,ng/mg
30,NA,VM,0.188575,ng/mg
30,NA,SJ,0.162862,ng/mg
30,NA,S1R,0.254066,ng/mg
30,NA,S1L,0.330124,ng/mg
30,NA,S1L6R,0.145506,ng/mg
30,NA,S1L6L,0.208684,ng/mg
30,NA,AC,0.211278,ng/mg
30,NA,VM,0.211371,ng/mg
30,NA,A,0.453638,ng/mg
30,NA,dH,0.169077,ng/mg
30,NA,vH,0.274604,ng/mg
30,NA,NAc,0.073773,ng/mg
30,NA,VM,0.155417,ng/mg
30,NA,DM,0.18182,ng/mg
30,NA,VL,0.154109,ng/mg
30,NA,DL,0.101128,ng/mg
30,NA,MD,0.607122,ng/mg
30,NA,VPR,0.094546,ng/mg
30,NA,VPL,0.146433,ng/mg
30,NA,DLG,0.211961,ng/mg
30,NA,HY,0.737627,ng/mg
30,NA,SC,0.320577,ng/mg
30,NA,SN,0.148773,ng/mg
30,NA,VTA,0.429011,ng/mg
30,NA,DR,0.807274,ng/mg
30,NA,MR,0.224113,ng/mg
30,NA,CB,0.427309,ng/mg
37,NA,OF,0.317555,ng/mg
37,NA,PL,0.242423,ng/mg
37,NA,aCC,0.397854,ng/mg
37,NA,IC,0.259953,ng/mg
37,NA,VM,0.261188,ng/mg
37,NA,SJ,0.138794,ng/mg
37,NA,S1R,0.236436,ng/mg
37,NA,S1L,0.210569,ng/mg
37,NA,S1L6R,0.196627,ng/mg
37,NA,S1L6L,0.173417,ng/mg
37,NA,AC,0.176911,ng/mg
37,NA,VM,0.28532,ng/mg
37,NA,A,0.40625,ng/mg
37,NA,dH,0.216704,ng/mg
37,NA,vH,0.414861,ng/mg
37,NA,NAc,0.10604,ng/mg
37,NA,VM,0.174082,ng/mg
37,NA,DM,NA,ng/mg
37,NA,VL,0.161043,ng/mg
37,NA,DL,0.126856,ng/mg
37,NA,MD,0.422236,ng/mg
37,NA,VPR,0.089203,ng/mg
37,NA,VPL,0.268108,ng/mg
37,NA,DLG,0.345251,ng/mg
37,NA,HY,0.499539,ng/mg
37,NA,SC,0.181313,ng/mg
37,NA,SN,0.154374,ng/mg
37,NA,VTA,0.356602,ng/mg
37,NA,DR,0.834948,ng/mg
37,NA,MR,0.242995,ng/mg
37,NA,CB,0.283068,ng/mg
39,NA,OF,0.214273,ng/mg
39,NA,PL,0.090589,ng/mg
39,NA,aCC,0.334383,ng/mg
39,NA,IC,0.220209,ng/mg
39,NA,VM,0.135004,ng/mg
39,NA,SJ,0.095892,ng/mg
39,NA,S1R,0.38021,ng/mg
39,NA,S1L,0.30812,ng/mg
39,NA,S1L6R,0.168349,ng/mg
39,NA,S1L6L,0.146839,ng/mg
39,NA,AC,0.242424,ng/mg
39,NA,VM,0.184904,ng/mg
39,NA,A,0.340341,ng/mg
39,NA,dH,0.153908,ng/mg
39,NA,vH,0.257397,ng/mg
39,NA,NAc,0.107186,ng/mg
39,NA,VM,0.177313,ng/mg
39,NA,DM,0.120747,ng/mg
39,NA,VL,0.317732,ng/mg
39,NA,DL,0.081424,ng/mg
39,NA,MD,0.401353,ng/mg
39,NA,VPR,0.076234,ng/mg
39,NA,VPL,0.110556,ng/mg
39,NA,DLG,0.141797,ng/mg
39,NA,HY,0.448051,ng/mg
39,NA,SC,0.114783,ng/mg
39,NA,SN,0.174259,ng/mg
39,NA,VTA,0.193851,ng/mg
39,NA,DR,0.889575,ng/mg
39,NA,MR,0.295101,ng/mg
39,NA,CB,0.297787,ng/mg
46,NA,OF,0.175634,ng/mg
46,NA,PL,0.194049,ng/mg
46,NA,aCC,0.26182,ng/mg
46,NA,IC,0.138633,ng/mg
46,NA,VM,0.152319,ng/mg
46,NA,SJ,0.051146,ng/mg
46,NA,S1R,0.319302,ng/mg
46,NA,S1L,0.284839,ng/mg
46,NA,S1L6R,0.235089,ng/mg
46,NA,S1L6L,0.152581,ng/mg
46,NA,AC,0.185407,ng/mg
46,NA,VM,0.172377,ng/mg
46,NA,A,0.33316,ng/mg
46,NA,dH,0.195668,ng/mg
46,NA,vH,0.379484,ng/mg
46,NA,NAc,0.282806,ng/mg
46,NA,VM,0.350791,ng/mg
46,NA,DM,0.116426,ng/mg
46,NA,VL,0.1765,ng/mg
46,NA,DL,0.089217,ng/mg
46,NA,MD,0.51236,ng/mg
46,NA,VPR,0.127157,ng/mg
46,NA,VPL,0.252929,ng/mg
46,NA,DLG,0.158674,ng/mg
46,NA,HY,0.582138,ng/mg
46,NA,SC,0.215722,ng/mg
46,NA,SN,0.163219,ng/mg
46,NA,VTA,0.372587,ng/mg
46,NA,DR,0.18137,ng/mg
46,NA,MR,0.378149,ng/mg
46,NA,CB,0.312826,ng/mg
53,NA,OF,0.318146,ng/mg
53,NA,PL,0.226651,ng/mg
53,NA,aCC,0.321953,ng/mg
53,NA,IC,0.307823,ng/mg
53,NA,VM,0.267847,ng/mg
53,NA,SJ,0.126928,ng/mg
53,NA,S1R,0.316777,ng/mg
53,NA,S1L,0.164112,ng/mg
53,NA,S1L6R,0.14559,ng/mg
53,NA,S1L6L,0.210504,ng/mg
53,NA,AC,0.211212,ng/mg
53,NA,VM,0.276745,ng/mg
53,NA,A,0.405235,ng/mg
53,NA,dH,0.136988,ng/mg
53,NA,vH,0.320819,ng/mg
53,NA,NAc,0.110022,ng/mg
53,NA,VM,0.48781,ng/mg
53,NA,DM,0.558307,ng/mg
53,NA,VL,0.23163,ng/mg
53,NA,DL,0.138157,ng/mg
53,NA,MD,0.782475,ng/mg
53,NA,VPR,0.108252,ng/mg
53,NA,VPL,0.195641,ng/mg
53,NA,DLG,0.22449,ng/mg
53,NA,HY,0.309194,ng/mg
53,NA,SC,0.188366,ng/mg
53,NA,SN,0.140331,ng/mg
53,NA,VTA,0.235701,ng/mg
53,NA,DR,0.667033,ng/mg
53,NA,MR,0.219935,ng/mg
53,NA,CB,0.425344,ng/mg
55,NA,OF,0.317922,ng/mg
55,NA,PL,0.099938,ng/mg
55,NA,aCC,0.295169,ng/mg
55,NA,IC,0.262856,ng/mg
55,NA,VM,0.224728,ng/mg
55,NA,SJ,0.130773,ng/mg
55,NA,S1R,0.394846,ng/mg
55,NA,S1L,0.257107,ng/mg
55,NA,S1L6R,0.23371,ng/mg
55,NA,S1L6L,0.197259,ng/mg
55,NA,AC,0.185203,ng/mg
55,NA,VM,0.261611,ng/mg
55,NA,A,0.409514,ng/mg
55,NA,dH,0.193201,ng/mg
55,NA,vH,0.274294,ng/mg
55,NA,NAc,0.114032,ng/mg
55,NA,VM,0.310196,ng/mg
55,NA,DM,0.12244,ng/mg
55,NA,VL,0.149554,ng/mg
55,NA,DL,0.08548,ng/mg
55,NA,MD,0.806365,ng/mg
55,NA,VPR,0.122608,ng/mg
55,NA,VPL,0.183889,ng/mg
55,NA,DLG,0.259938,ng/mg
55,NA,HY,0.528498,ng/mg
55,NA,SC,0.208551,ng/mg
55,NA,SN,0.172277,ng/mg
55,NA,VTA,0.480023,ng/mg
55,NA,DR,0.789753,ng/mg
55,NA,MR,0.343094,ng/mg
55,NA,CB,0.389215,ng/mg
8,NA,OF,0.259992,ng/mg
8,NA,PL,0.200299,ng/mg
8,NA,aCC,0.307042,ng/mg
8,NA,IC,0.295007,ng/mg
8,NA,VM,0.187959,ng/mg
8,NA,SJ,0.144894,ng/mg
8,NA,S1R,0.282732,ng/mg
8,NA,S1L,0.20286,ng/mg
8,NA,S1L6R,0.204033,ng/mg
8,NA,S1L6L,0.177516,ng/mg
8,NA,AC,0.199766,ng/mg
8,NA,VM,0.263975,ng/mg
8,NA,A,0.308631,ng/mg
8,NA,dH,0.153455,ng/mg
8,NA,vH,0.249719,ng/mg
8,NA,NAc,0.140428,ng/mg
8,NA,VM,0.373153,ng/mg
8,NA,DM,0.330593,ng/mg
8,NA,VL,0.141707,ng/mg
8,NA,DL,0.099788,ng/mg
8,NA,MD,0.280305,ng/mg
8,NA,VPR,0.1046,ng/mg
8,NA,VPL,0.2925,ng/mg
8,NA,DLG,0.230354,ng/mg
8,NA,HY,0.315848,ng/mg
8,NA,SC,0.199672,ng/mg
8,NA,SN,0.180386,ng/mg
8,NA,VTA,0.369415,ng/mg
8,NA,DR,0.609803,ng/mg
8,NA,MR,0.147344,ng/mg
8,NA,CB,0.327469,ng/mg
10,NA,OF,0.375974,ng/mg
10,NA,PL,0.148371,ng/mg
10,NA,aCC,0.454585,ng/mg
10,NA,IC,0.228606,ng/mg
10,NA,VM,0.287356,ng/mg
10,NA,SJ,0.155222,ng/mg
10,NA,S1R,0.212724,ng/mg
10,NA,S1L,0.295929,ng/mg
10,NA,S1L6R,0.152839,ng/mg
10,NA,S1L6L,0.270564,ng/mg
10,NA,AC,0.223007,ng/mg
10,NA,VM,0.232862,ng/mg
10,NA,A,0.318009,ng/mg
10,NA,dH,0.189854,ng/mg
10,NA,vH,0.316666,ng/mg
10,NA,NAc,0.09826,ng/mg
10,NA,VM,0.304373,ng/mg
10,NA,DM,0.319032,ng/mg
10,NA,VL,0.152119,ng/mg
10,NA,DL,0.102357,ng/mg
10,NA,MD,0.371061,ng/mg
10,NA,VPR,0.106904,ng/mg
10,NA,VPL,0.294798,ng/mg
10,NA,DLG,0.220526,ng/mg
10,NA,HY,0.682046,ng/mg
10,NA,SC,0.231633,ng/mg
10,NA,SN,0.143731,ng/mg
10,NA,VTA,0.594345,ng/mg
10,NA,DR,0.529276,ng/mg
10,NA,MR,0.31571,ng/mg
10,NA,CB,0.340513,ng/mg
12,NA,OF,0.298991,ng/mg
12,NA,PL,0.212098,ng/mg
12,NA,aCC,0.266535,ng/mg
12,NA,IC,0.190498,ng/mg
12,NA,VM,0.228003,ng/mg
12,NA,SJ,0.064909,ng/mg
12,NA,S1R,0.271484,ng/mg
