subject_id,region,value,unit
59,S1L6R,3.3,mg
59,A,2.6,mg
59,S1L6L,4.2,mg
59,IC,2.60000000000005,mg
67,OF,1.40000000000001,mg
67,NAc,2.0,mg
67,PL,2.099999999999991,mg
67,HY,2.6,mg
67,SJ,1.8,mg
67,V1,1.90000000000001,mg
67,M1,2.19999999999998,mg
67,aCC,2.09999999999999,mg
67,DLG,1.49999999999995,mg
67,VTA,2.19999999999998,mg
67,S1R,2.59999999999999,mg
67,dH,1.70000000000003,mg
67,vH,2.79999999999997,mg
67,DL,2.1,mg
67,DM,1.5,mg
67,VM,1.399999999999957,mg
67,VL,1.800000000000024,mg
67,DR,1.4,mg
67,CB,2.0,mg
67,AC,1.70000000000003,mg
67,MD,1.2,mg
67,SC,1.5,mg
67,MR,1.4,mg
67,VPR,1.40000000000001,mg
67,VPL,2.0,mg
67,SN,1.900000000000013,mg
67,S1L,3.19999999999998,mg
67,S1L6R,2.9,mg
67,A,2.3,mg
67,S1L6L,2.9,mg
67,IC,1.79999999999997,mg
13,OF,2.19999999999998,mg
13,NAc,1.8,mg
13,PL,1.800000000000024,mg
13,HY,1.6,mg
13,SJ,2.5,mg
13,V1,2.80000000000002,mg
13,M1,1.90000000000001,mg
13,aCC,2.50000000000006,mg
13,DLG,2.59999999999994,mg
13,VTA,2.399999999999958,mg
13,S1R,2.90000000000001,mg
13,dH,2.0,mg
13,vH,3.00000000000006,mg
13,DL,1.6,mg
13,DM,1.8,mg
13,VM,1.700000000000035,mg
13,VL,2.400000000000069,mg
13,DR,1.7,mg
13,CB,3.70000000000004,mg
13,AC,3.30000000000008,mg
13,MD,2.1,mg
13,SC,1.0,mg
13,MR,2.2,mg
13,VPR,2.09999999999999,mg
13,VPL,0.900000000000012,mg
13,SN,1.600000000000046,mg
13,S1L,4.10000000000005,mg
13,S1L6R,3.2,mg
13,A,2.5,mg
13,S1L6L,2.9,mg
13,IC,2.09999999999999,mg
14,OF,1.70000000000003,mg
14,NAc,2.4,mg
14,PL,1.59999999999999,mg
14,HY,1.4,mg
